Create Date,Primary Reference,Status,Weight,Target Ship (Early),Target Ship (Late),Target Delivery (Early),Target Delivery (Late),Origin Code,Origin Name,Origin City,Origin State,Origin Zip,Origin Ctry,Dest Code,Dest City,Dest Name,Dest State,Dest Zip,Dest Ctry,JDE Sales Order Number,JDE Sales Order Type,Brokered SCAC,Cube,Completed Activity Date
3/9/2022 13:11,341500 (BOL),Tendered,42382,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185219,HARRISBURG,A1054,PA,17110,US,60836721,SI,,20,3/13/2022
3/9/2022 13:16,341506 (BOL),Tendered,40187,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185063,QUEBEC,A508,QC,G2C 2E2,CA,30370251,SO,,21,3/15/2022
3/9/2022 13:34,341512 (BOL),Booked,43764,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185077,PHILADELPHIA,A318,PA,19137,US,60834904,SI,,22,3/16/2022
3/9/2022 13:36,341516 (BOL),Booked,41210,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185354,HANOVER PARK,A414,IL,60133,US,60836734,SI,,18,3/11/2022
3/14/2022 12:28,343192 (BOL),Booked,42240,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839670,ST,,20,3/24/2022
3/9/2022 14:52,341561 (BOL),Tendered,35272,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,186845,QUEBEC,A1012,QC,G1P 4B7,CA,30370241,SO,,22,3/15/2022
3/9/2022 15:09,341568 (BOL),Tendered,12191,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,316847,DUNN,A470,NC,28334,US,60836198,SI,,6,3/14/2022
3/9/2022 15:15,341572 (BOL),Booked,51315,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,245559,PLT 2,BOUCHERVILLE,QC,J4B 1K7,CA,185029,BARRIE,A1022,ON,L4M 5E1,CA,30370499,SO,,27,3/9/2022
3/9/2022 15:44,341591 (BOL),Booked,36632,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185320,CONKLIN,A413,NY,13748,US,60836858,SI,,16,3/9/2022
3/9/2022 15:44,341592 (BOL),Booked,42005,3/26/2022 0:01,3/26/2022 23:59,3/30/2022 0:01,3/30/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185843,PHOENIX,A1005,AZ,85009,US,60836893,SI,,21,3/11/2022
3/9/2022 15:44,341593 (BOL),Booked,42382,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185554,MONROE,A1056,MI,48161,US,60836894,SI,,20,3/11/2022
3/9/2022 15:45,341594 (BOL),Booked,42382,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185554,MONROE,A1056,MI,48161,US,60836895,SI,,20,3/10/2022
3/9/2022 15:45,341595 (BOL),Booked,42382,3/22/2022 0:01,3/22/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,185554,MONROE,A1056,MI,48161,US,60836896,SI,,20,3/10/2022
3/9/2022 15:45,341596 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836898,SI,,20,3/9/2022
3/9/2022 15:46,341597 (BOL),Booked,42382,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836899,SI,,20,3/9/2022
3/9/2022 15:46,341598 (BOL),Booked,42382,3/22/2022 0:01,3/22/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836900,SI,,20,3/9/2022
3/9/2022 15:46,341599 (BOL),Booked,42382,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836901,SI,,20,3/9/2022
3/9/2022 15:47,341600 (BOL),Booked,42382,3/22/2022 0:01,3/22/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836902,SI,,20,3/9/2022
3/9/2022 15:47,341601 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836903,SI,,20,3/9/2022
3/9/2022 15:47,341602 (BOL),Booked,41345,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186673,EDMOND,A73,OK,73160,US,60836904,SI,,20,3/11/2022
3/9/2022 15:47,341603 (BOL),Booked,42382,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836905,SI,,20,3/9/2022
3/9/2022 15:48,341604 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836906,SI,,20,3/9/2022
3/9/2022 15:51,341606 (BOL),Booked,42382,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836907,SI,,20,3/9/2022
3/9/2022 15:52,341607 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836908,SI,,20,3/9/2022
3/9/2022 15:52,341608 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836909,SI,,20,3/9/2022
3/9/2022 15:52,341609 (BOL),Booked,42382,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836910,SI,,20,3/9/2022
3/9/2022 15:52,341610 (BOL),Booked,42382,3/22/2022 0:01,3/22/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836911,SI,,20,3/9/2022
3/9/2022 15:52,341611 (BOL),Booked,42382,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836914,SI,,20,3/9/2022
3/9/2022 15:53,341612 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836915,SI,,20,3/9/2022
3/9/2022 15:53,341613 (BOL),Booked,42382,3/22/2022 0:01,3/22/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186855,COLUMBUS,A1049,OH,43204,US,60836916,SI,,20,3/9/2022
3/9/2022 16:14,341636 (BOL),Booked,41107,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185723,SYRACUSE,A486,NY,13209,US,60836718,SI,,21,3/19/2022
3/14/2022 12:52,343235 (BOL),Booked,43412,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839695,ST,,21,3/14/2022
3/14/2022 12:52,343236 (BOL),Booked,42382,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839698,ST,,20,3/14/2022
3/14/2022 13:56,343287 (BOL),Booked,43367,3/20/2022 0:01,3/20/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245579,PLANT CITY,US WH4,FL,33563,US,60839750,ST,,19,3/14/2022
3/10/2022 1:58,341752 (BOL),Booked,41952,4/9/2022 0:01,4/9/2022 23:59,4/12/2022 0:01,4/12/2022 23:59,245636,PLT 2,TORONTO,ON,M9L 1P1,CA,186002,MANASSAS,A666,VA,20109,US,60837299,SI,,23,3/10/2022
3/10/2022 8:11,341766 (BOL),Tendered,36701,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245533,PLT 2,LETHBRIDGE,AB,T1H 6X9,CA,301384,LOS ANGELES,A815,CA,90033,US,60836344,SI,,18,3/14/2022
3/14/2022 12:53,343237 (BOL),Booked,42382,3/25/2022 0:01,3/25/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245614,PLT 2,JAMESTOWN,ND,58401,US,245618,WAITE PARK,US WH7,MN,56387,US,60839699,ST,,20,3/14/2022
3/10/2022 8:27,341772 (BOL),Tendered,28219,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185063,QUEBEC,A508,QC,G2C 2E2,CA,30370249,SO,,14,3/15/2022
3/10/2022 9:09,341811 (BOL),Booked,41952,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837489,SI,,23,3/10/2022
3/10/2022 9:09,341812 (BOL),Booked,41952,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837490,SI,,23,3/11/2022
3/10/2022 9:09,341813 (BOL),Booked,41952,3/22/2022 0:01,3/22/2022 23:59,3/24/2022 0:01,3/24/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837491,SI,,23,3/11/2022
3/10/2022 9:10,341814 (BOL),Booked,41952,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837492,SI,,23,3/10/2022
3/10/2022 9:10,341815 (BOL),Booked,41952,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837493,SI,,23,3/11/2022
3/10/2022 9:11,341816 (BOL),Booked,41952,3/26/2022 0:01,3/26/2022 23:59,3/28/2022 0:01,3/28/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837494,SI,,23,3/11/2022
3/10/2022 9:11,341817 (BOL),Booked,41952,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837495,SI,,23,3/10/2022
3/10/2022 9:11,341818 (BOL),Booked,41952,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837496,SI,,23,3/10/2022
3/10/2022 9:11,341819 (BOL),Booked,41952,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837497,SI,,23,3/11/2022
3/10/2022 9:12,341820 (BOL),Booked,41952,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837498,SI,,23,3/10/2022
3/10/2022 9:12,341821 (BOL),Booked,41952,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186130,ROCKY MOUNT,A655,NC,27804,US,60837499,SI,,23,3/11/2022
3/10/2022 9:12,341822 (BOL),Booked,41345,3/19/2022 0:01,3/19/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,333813,BOWLING GREEN,A749,KY,42101,US,60837501,SI,,20,3/10/2022
3/10/2022 9:13,341823 (BOL),Booked,42005,3/26/2022 0:01,3/26/2022 23:59,3/29/2022 0:01,3/29/2022 23:59,245553,PLT 2,BRAMPTON,ON,L6T 5W2,CA,186135,SAN ANTONIO,A1058,TX,78218,US,60837502,SI,,21,3/11/2022
3/10/2022 10:22,341874 (BOL),Booked,43278,3/24/2022 0:01,3/24/2022 23:59,3/26/2022 0:01,3/26/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,459200,ROCHESTER,A79,NY,14624,US,60836699,SI,,19,3/12/2022
3/10/2022 10:23,341878 (BOL),Booked,43444,3/24/2022 0:01,3/24/2022 23:59,3/26/2022 0:01,3/26/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185723,SYRACUSE,A486,NY,13209,US,60836714,SI,,20,3/11/2022
3/10/2022 10:23,341881 (BOL),Booked,42388,3/20/2022 0:01,3/20/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,245554,PLT 2,MONCTON,NB,E1A 3R1,CA,185723,SYRACUSE,A486,NY,13209,US,60836723,SI,,20,3/20/2022
2/26/2022 23:28,336937 (BOL),Booked,42005,3/29/2022 0:01,3/29/2022 23:59,4/1/2022 0:01,4/1/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,186002,MANASSAS,A666,VA,20109,US,60829479,SI,,21,3/29/2022
2/28/2022 15:10,337479 (BOL),Tendered,42382,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60830755,SI,,20,3/15/2022
3/11/2022 13:27,342407 (BOL),Booked,49614,3/17/2022 0:01,3/17/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245517,DIEPPE,CA WH1,NB,E1A 9S5,CA,30370912,ST,,24,3/17/2022
3/11/2022 13:28,342408 (BOL),Booked,49614,3/17/2022 0:01,3/17/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245517,DIEPPE,CA WH1,NB,E1A 9S5,CA,30370913,ST,,24,3/17/2022
3/11/2022 13:28,342409 (BOL),Booked,49614,3/17/2022 0:01,3/17/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245517,DIEPPE,CA WH1,NB,E1A 9S5,CA,30370914,ST,,24,3/17/2022
3/2/2022 17:06,338733 (BOL),Booked,42382,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60833424,SI,,20,3/16/2022
3/2/2022 17:32,338742 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60833444,SI,,20,3/21/2022
3/2/2022 17:32,338743 (BOL),Booked,42382,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60833445,SI,,20,3/19/2022
3/2/2022 17:46,338744 (BOL),Booked,42382,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60833446,SI,,20,3/20/2022
3/2/2022 17:47,338745 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60833447,SI,,20,3/21/2022
3/2/2022 18:07,338752 (BOL),Booked,42382,3/19/2022 0:01,3/19/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60833453,SI,,20,3/19/2022
3/2/2022 21:38,338853 (BOL),Tendered,42382,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60830750,SI,,20,3/15/2022
3/2/2022 21:39,338855 (BOL),Booked,50858,3/16/2022 0:01,3/16/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60830757,SI,,24,3/16/2022
3/2/2022 21:39,338856 (BOL),Booked,50858,3/15/2022 0:01,3/15/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60830762,SI,,24,3/15/2022
3/2/2022 21:39,338859 (BOL),Booked,42382,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60833448,SI,,20,3/21/2022
3/2/2022 21:40,338862 (BOL),Booked,50858,3/20/2022 0:01,3/20/2022 23:59,3/22/2022 0:01,3/22/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60833465,SI,,24,3/20/2022
3/11/2022 13:28,342410 (BOL),Booked,49614,3/17/2022 0:01,3/17/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245517,DIEPPE,CA WH1,NB,E1A 9S5,CA,30370916,ST,,24,3/17/2022
3/15/2022 10:33,343578 (BOL),Booked,55216,3/20/2022 0:01,3/20/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371663,ST,,28,3/20/2022
3/15/2022 10:33,343579 (BOL),Booked,55216,3/20/2022 0:01,3/20/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371664,ST,,28,3/20/2022
3/15/2022 10:34,343581 (BOL),Booked,55216,3/20/2022 0:01,3/20/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371666,ST,,28,3/20/2022
3/15/2022 10:34,343582 (BOL),Booked,55216,3/20/2022 0:01,3/20/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371667,ST,,28,3/20/2022
3/15/2022 10:34,343583 (BOL),Booked,55216,3/20/2022 0:01,3/20/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371668,ST,,28,3/20/2022
3/15/2022 10:35,343584 (BOL),Booked,55216,3/20/2022 0:01,3/20/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371669,ST,,28,3/20/2022
3/15/2022 10:35,343585 (BOL),Booked,55216,3/20/2022 0:01,3/20/2022 23:59,3/20/2022 0:01,3/20/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371670,ST,,28,3/20/2022
3/15/2022 10:36,343587 (BOL),Booked,55216,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371673,ST,,28,3/21/2022
3/15/2022 10:36,343588 (BOL),Booked,55216,3/21/2022 0:01,3/21/2022 23:59,3/21/2022 0:01,3/21/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,331859,MONCTON,CA WH2,NB,E1H 3S5,CA,30371674,ST,,28,3/21/2022
3/8/2022 10:12,340798 (BOL),Tendered,50858,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30369991,ST,,24,3/17/2022
3/8/2022 10:58,340886 (BOL),Tendered,50858,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370060,ST,,24,3/17/2022
3/8/2022 10:58,340887 (BOL),Tendered,50858,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370061,ST,,24,3/17/2022
3/8/2022 10:58,340888 (BOL),Tendered,50858,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370062,ST,,24,3/17/2022
3/8/2022 10:59,340889 (BOL),Tendered,50858,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370063,ST,,24,3/17/2022
3/8/2022 10:59,340890 (BOL),Tendered,50858,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370064,ST,,24,3/17/2022
3/11/2022 12:58,342381 (BOL),Booked,42382,3/29/2022 0:01,3/29/2022 23:59,3/31/2022 0:01,3/31/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60838453,SI,,20,3/29/2022
3/11/2022 12:59,342382 (BOL),Booked,42382,3/29/2022 0:01,3/29/2022 23:59,3/31/2022 0:01,3/31/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60838454,SI,,20,3/29/2022
3/11/2022 13:24,342392 (BOL),Booked,49614,3/16/2022 0:01,3/16/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370896,ST,,24,3/16/2022
3/11/2022 13:24,342393 (BOL),Booked,49614,3/16/2022 0:01,3/16/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370897,ST,,24,3/16/2022
3/11/2022 13:24,342394 (BOL),Booked,49614,3/16/2022 0:01,3/16/2022 23:59,3/17/2022 0:01,3/17/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370898,ST,,24,3/16/2022
3/11/2022 13:25,342398 (BOL),Booked,49614,3/17/2022 0:01,3/17/2022 23:59,3/18/2022 0:01,3/18/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245635,DARTMOUTH,CA WH5,NS,B3B 0H4,CA,30370902,ST,,24,3/17/2022
3/8/2022 10:28,340830 (BOL),Booked,50858,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245636,TORONTO,CA WH6,ON,M9L 1P1,CA,30370014,ST,,24,3/21/2022
3/11/2022 13:34,342413 (BOL),Booked,42382,3/30/2022 0:01,3/30/2022 23:59,4/1/2022 0:01,4/1/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,184995,KIRKWOOD,A1216,NY,13795,US,60838477,SI,,20,3/30/2022
3/11/2022 16:11,342536 (BOL),Booked,42005,3/23/2022 0:01,3/23/2022 23:59,3/25/2022 0:01,3/25/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,185340,CONKLIN,A605,NY,13748,US,60838590,SI,,21,3/23/2022
3/8/2022 10:29,340833 (BOL),Booked,50858,3/21/2022 0:01,3/21/2022 23:59,3/23/2022 0:01,3/23/2022 23:59,184936,PLT 2,SUMMERSIDE,PE,C1N 4J9,CA,245636,TORONTO,CA WH6,ON,M9L 1P1,CA,30370017,ST,,24,3/21/2022
